matchId,playerId,playerName,club,minutes,goals,assists,yellow,red,points
FC Barcelona_vs_Manchester City FC,6013,Pedri,FC Barcelona,90,0,0,1,0,1
FC Barcelona_vs_Manchester City FC,6014,Frenkie de Jong,FC Barcelona,90,0,0,0,0,2
FC Barcelona_vs_Manchester City FC,6016,Fermín López,FC Barcelona,0,0,0,0,0,0
FC Barcelona_vs_Manchester City FC,6017,Dani Olmo,FC Barcelona,0,0,0,0,0,0
FC Barcelona_vs_Manchester City FC,6018,Dro Fernández,FC Barcelona,0,0,0,0,0,0
FC Barcelona_vs_Manchester City FC,6019,Raphinha,FC Barcelona,86,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,6020,Marcus Rashford,FC Barcelona,0,0,0,0,0,0
FC Barcelona_vs_Manchester City FC,6021,Lamine Yamal,FC Barcelona,6,0,0,1,0,0
FC Barcelona_vs_Manchester City FC,6022,Roony Bardghji,FC Barcelona,18,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,6023,Ferran Torres,FC Barcelona,88,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2001,Gianluigi Donnarumma,Manchester City FC,58,0,0,1,0,0
FC Barcelona_vs_Manchester City FC,2002,James Trafford,Manchester City FC,90,0,0,0,0,2
FC Barcelona_vs_Manchester City FC,2003,Stefan Ortega,Manchester City FC,62,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2004,Marcus Bettinelli,Manchester City FC,40,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2005,Josko Gvardiol,Manchester City FC,86,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2006,Rúben Dias,Manchester City FC,90,0,0,0,0,2
FC Barcelona_vs_Manchester City FC,2007,Abdukodir Khusanov,Manchester City FC,0,0,0,0,0,0
FC Barcelona_vs_Manchester City FC,2008,John Stones,Manchester City FC,0,0,0,0,0,0
FC Barcelona_vs_Manchester City FC,2009,Nathan Aké,Manchester City FC,90,0,0,0,0,2
FC Barcelona_vs_Manchester City FC,2010,Rayan Aït-Nouri,Manchester City FC,0,0,0,0,0,0
FC Barcelona_vs_Manchester City FC,2011,Nico O'Reilly,Manchester City FC,45,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2012,Rico Lewis,Manchester City FC,9,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2013,Matheus Nunes,Manchester City FC,40,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2014,Rodri,Manchester City FC,81,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2015,Nico González,Manchester City FC,68,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2016,Kalvin Phillips,Manchester City FC,41,0,0,1,0,0
FC Barcelona_vs_Manchester City FC,2017,Tijjani Reijnders,Manchester City FC,59,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2018,Mateo Kovacic,Manchester City FC,0,0,0,0,0,0
FC Barcelona_vs_Manchester City FC,2019,Bernardo Silva,Manchester City FC,0,0,0,0,0,0
FC Barcelona_vs_Manchester City FC,2020,Jérémy Doku,Manchester City FC,29,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2021,Savinho,Manchester City FC,0,0,0,0,0,0
FC Barcelona_vs_Manchester City FC,2022,Phil Foden,Manchester City FC,0,0,0,0,0,0
FC Barcelona_vs_Manchester City FC,2023,Rayan Cherki,Manchester City FC,49,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2024,Oscar Bobb,Manchester City FC,69,0,0,1,0,0
FC Barcelona_vs_Manchester City FC,2025,Erling Haaland,Manchester City FC,18,0,0,0,0,1
FC Barcelona_vs_Manchester City FC,2026,Omar Marmoush,Manchester City FC,0,0,0,0,0,0
matchId,playerId,playerName,club,minutes,goals,assists,yellow,red,points
Juventus_vs_Tottenham Hotspur,13019,Vasilije Adžić,Juventus,47,0,1,0,0,3
Juventus_vs_Tottenham Hotspur,13010,Jonas Rouhi,Juventus,48,1,0,0,0,5
Juventus_vs_Tottenham Hotspur,13011,Manuel Locatelli,Juventus,81,0,1,0,0,3
Juventus_vs_Tottenham Hotspur,13019,Vasilije Adžić,Juventus,0,1,0,0,0,4
Juventus_vs_Tottenham Hotspur,13020,Kenan Yıldız,Juventus,59,1,0,1,0,4
Juventus_vs_Tottenham Hotspur,13003,Carlo Pinsoglio,Juventus,7,1,0,0,0,5
Juventus_vs_Tottenham Hotspur,13001,Michele Di Gregorio,Juventus,37,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13002,Mattia Perin,Juventus,23,0,0,1,0,0
Juventus_vs_Tottenham Hotspur,13004,Bremer,Juventus,8,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13005,Pierre Kalulu,Juventus,90,0,0,0,0,2
Juventus_vs_Tottenham Hotspur,13006,Federico Gatti,Juventus,51,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13007,Lloyd Kelly,Juventus,0,0,0,0,0,0
Juventus_vs_Tottenham Hotspur,13008,Daniele Rugani,Juventus,69,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13009,Juan Cabal,Juventus,65,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13012,Khéphren Thuram,Juventus,22,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13013,Weston McKennie,Juventus,0,0,0,0,0,0
Juventus_vs_Tottenham Hotspur,13014,Fabio Miretti,Juventus,90,0,0,1,0,1
Juventus_vs_Tottenham Hotspur,13015,João Mário,Juventus,71,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13016,Andrea Cambiaso,Juventus,67,0,0,1,0,0
Juventus_vs_Tottenham Hotspur,13017,Filip Kostić,Juventus,0,0,0,0,0,0
Juventus_vs_Tottenham Hotspur,13018,Teun Koopmeiners,Juventus,76,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13021,Francisco Conceição,Juventus,68,0,0,0,1,-2
Juventus_vs_Tottenham Hotspur,13022,Edon Zhegrova,Juventus,52,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13023,Loïs Openda,Juventus,3,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13024,Jonathan David,Juventus,88,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13025,Dušan Vlahović,Juventus,30,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,13026,Arkadiusz Milik,Juventus,90,0,0,0,0,2
Juventus_vs_Tottenham Hotspur,5001,Guglielmo Vicario,Tottenham Hotspur,0,0,0,0,0,0
Juventus_vs_Tottenham Hotspur,5002,Antonín Kinský,Tottenham Hotspur,72,0,0,1,0,0
Juventus_vs_Tottenham Hotspur,5003,Brandon Austin,Tottenham Hotspur,90,0,0,0,0,2
Juventus_vs_Tottenham Hotspur,5004,Cristian Romero,Tottenham Hotspur,0,0,0,0,0,0
Juventus_vs_Tottenham Hotspur,5005,Micky van de Ven,Tottenham Hotspur,0,0,0,0,0,0
Juventus_vs_Tottenham Hotspur,5006,Radu Drăgușin,Tottenham Hotspur,0,0,0,0,0,0
Juventus_vs_Tottenham Hotspur,5007,Kevin Danso,Tottenham Hotspur,78,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5008,Ben Davies,Tottenham Hotspur,39,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5009,Kota Takai,Tottenham Hotspur,76,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5010,Destiny Udogie,Tottenham Hotspur,0,0,0,0,0,0
Juventus_vs_Tottenham Hotspur,5011,Djed Spence,Tottenham Hotspur,82,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5012,Pedro Porro,Tottenham Hotspur,0,0,0,0,0,0
Juventus_vs_Tottenham Hotspur,5013,João Palhinha,Tottenham Hotspur,35,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5014,Yves Bissouma,Tottenham Hotspur,86,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5015,Lucas Bergvall,Tottenham Hotspur,31,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5016,Archie Gray,Tottenham Hotspur,10,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5017,Pape Matar Sarr,Tottenham Hotspur,39,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5018,Rodrigo Bentancur,Tottenham Hotspur,90,0,0,0,0,2
Juventus_vs_Tottenham Hotspur,5019,Xavi Simons,Tottenham Hotspur,0,0,0,0,0,0
Juventus_vs_Tottenham Hotspur,5020,Dejan Kulusevski,Tottenham Hotspur,73,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5021,James Maddison,Tottenham Hotspur,90,0,0,0,0,2
Juventus_vs_Tottenham Hotspur,5022,Wilson Odobert,Tottenham Hotspur,26,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5023,Mohammed Kudus,Tottenham Hotspur,67,0,0,1,0,0
Juventus_vs_Tottenham Hotspur,5024,Brennan Johnson,Tottenham Hotspur,78,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5025,Dominic Solanke,Tottenham Hotspur,24,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5026,Mathys Tel,Tottenham Hotspur,32,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5027,Randal Kolo Muani,Tottenham Hotspur,14,0,0,0,0,1
Juventus_vs_Tottenham Hotspur,5028,Richarlison,Tottenham Hotspur,76,0,0,1,0,0
Juventus_vs_Tottenham Hotspur,5029,Dane Scarlett,Tottenham Hotspur,70,0,0,0,0,1
matchId,playerId,playerName,club,minutes,goals,assists,yellow,red,points
Borussia Dortmund_vs_Napoli,15015,Salih Özcan,Borussia Dortmund,0,1,0,0,0,4
Borussia Dortmund_vs_Napoli,15022,Julian Brandt,Borussia Dortmund,17,0,1,0,0,3
Borussia Dortmund_vs_Napoli,15028,Fábio Silva,Borussia Dortmund,27,1,0,0,0,5
Borussia Dortmund_vs_Napoli,15026,Serhou Guirassy,Borussia Dortmund,47,1,0,0,0,5
Borussia Dortmund_vs_Napoli,12022,Noa Lang,Napoli,89,0,1,0,0,3
Borussia Dortmund_vs_Napoli,12019,Kevin De Bruyne,Napoli,90,1,0,0,0,6
Borussia Dortmund_vs_Napoli,15001,Gregor Kobel,Borussia Dortmund,90,0,0,0,0,2
Borussia Dortmund_vs_Napoli,15002,Alexander Meyer,Borussia Dortmund,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,15003,Patrick Drewes,Borussia Dortmund,43,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15004,Silas Ostrzinski,Borussia Dortmund,73,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15005,Nico Schlotterbeck,Borussia Dortmund,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,15006,Waldemar Anton,Borussia Dortmund,90,0,0,1,0,1
Borussia Dortmund_vs_Napoli,15007,Niklas Süle,Borussia Dortmund,22,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15008,Aarón Anselmino,Borussia Dortmund,1,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15009,Ramy Bensebaini,Borussia Dortmund,90,0,0,0,0,2
Borussia Dortmund_vs_Napoli,15010,Emre Can,Borussia Dortmund,41,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15011,Filippo Mane,Borussia Dortmund,68,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15012,Daniel Svensson,Borussia Dortmund,24,0,0,0,1,-2
Borussia Dortmund_vs_Napoli,15013,Almugera Kabar,Borussia Dortmund,26,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15014,Julian Ryerson,Borussia Dortmund,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,15016,Felix Nmecha,Borussia Dortmund,84,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15017,Jobe Bellingham,Borussia Dortmund,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,15018,Carney Chukwuemeka,Borussia Dortmund,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,15019,Marcel Sabitzer,Borussia Dortmund,64,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15020,Paskal Groß,Borussia Dortmund,69,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15021,Yan Couto,Borussia Dortmund,27,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15023,Julien Duranville,Borussia Dortmund,80,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15024,Karim Adeyemi,Borussia Dortmund,35,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15025,Cole Campbell,Borussia Dortmund,80,0,0,0,0,1
Borussia Dortmund_vs_Napoli,15027,Maximilian Beier,Borussia Dortmund,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,12001,Alex Meret,Napoli,49,0,0,0,0,1
Borussia Dortmund_vs_Napoli,12002,Vanja Milinković-Savić,Napoli,90,0,0,0,0,2
Borussia Dortmund_vs_Napoli,12003,Nikita Contini,Napoli,23,0,0,0,0,1
Borussia Dortmund_vs_Napoli,12004,Mathias Ferrante,Napoli,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,12005,Alessandro Buongiorno,Napoli,90,0,0,0,0,2
Borussia Dortmund_vs_Napoli,12006,Sam Beukema,Napoli,70,0,0,0,0,1
Borussia Dortmund_vs_Napoli,12007,Amir Rrahmani,Napoli,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,12008,Luca Marianucci,Napoli,4,0,0,0,0,1
Borussia Dortmund_vs_Napoli,12009,Juan Jesus,Napoli,24,0,0,0,1,-2
Borussia Dortmund_vs_Napoli,12010,Miguel Gutiérrez,Napoli,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,12011,Mathías Olivera,Napoli,45,0,0,0,0,1
Borussia Dortmund_vs_Napoli,12012,Leonardo Spinazzola,Napoli,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,12013,Giovanni Di Lorenzo,Napoli,37,0,0,1,0,0
Borussia Dortmund_vs_Napoli,12014,Pasquale Mazzocchi,Napoli,83,0,0,0,0,1
Borussia Dortmund_vs_Napoli,12015,Stanislav Lobotka,Napoli,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,12016,Billy Gilmour,Napoli,48,0,0,0,0,1
Borussia Dortmund_vs_Napoli,12017,Scott McTominay,Napoli,82,0,0,0,0,1
Borussia Dortmund_vs_Napoli,12018,Frank Anguissa,Napoli,34,0,0,0,0,1
Borussia Dortmund_vs_Napoli,12020,Eljif Elmas,Napoli,90,0,0,0,0,2
Borussia Dortmund_vs_Napoli,12021,Antonio Vergara,Napoli,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,12023,David Neres,Napoli,40,0,0,0,0,1
Borussia Dortmund_vs_Napoli,12024,Matteo Politano,Napoli,90,0,0,0,0,2
Borussia Dortmund_vs_Napoli,12025,Rasmus Højlund,Napoli,76,0,0,0,0,1
Borussia Dortmund_vs_Napoli,12026,Lorenzo Lucca,Napoli,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,12027,Romelu Lukaku,Napoli,0,0,0,0,0,0
Borussia Dortmund_vs_Napoli,12028,Giuseppe Ambrosino,Napoli,0,0,0,0,0,0
matchId,playerId,playerName,club,minutes,goals,assists,yellow,red,points
AS Monaco_vs_Atletico Madrid,19027,George Ilenikhena,AS Monaco,90,1,0,0,0,6
AS Monaco_vs_Atletico Madrid,8013,Pablo Barrios,Atletico Madrid,2,0,1,0,0,3
AS Monaco_vs_Atletico Madrid,8017,Thiago Almada,Atletico Madrid,75,1,0,0,0,5
AS Monaco_vs_Atletico Madrid,8012,Johnny Cardoso,Atletico Madrid,33,0,1,0,0,3
AS Monaco_vs_Atletico Madrid,8015,Koke,Atletico Madrid,90,1,0,0,0,6
AS Monaco_vs_Atletico Madrid,19001,Philipp Köhn,AS Monaco,61,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19002,Lukas Hradecky,AS Monaco,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,19003,Jules Stawiecki,AS Monaco,14,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19004,Yann Lienard,AS Monaco,29,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19005,Thilo Kehrer,AS Monaco,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,19006,Christian Mawissa,AS Monaco,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,19007,Mohammed Salisu,AS Monaco,69,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19008,Eric Dier,AS Monaco,13,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19009,Caio Henrique,AS Monaco,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,19010,Kassoum Ouattara,AS Monaco,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,19011,Vanderson,AS Monaco,21,0,0,1,0,0
AS Monaco_vs_Atletico Madrid,19012,Jordan Teze,AS Monaco,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,19013,Denis Zakaria,AS Monaco,90,0,0,0,0,2
AS Monaco_vs_Atletico Madrid,19014,Aladji Bamba,AS Monaco,68,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19015,Lamine Camara,AS Monaco,18,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19016,Paul Pogba,AS Monaco,46,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19017,Mamadou Coulibaly,AS Monaco,84,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19018,Aleksandr Golovin,AS Monaco,56,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19019,Stanis Idumbo,AS Monaco,39,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19020,Takumi Minamino,AS Monaco,16,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19021,Ansu Fati,AS Monaco,37,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19022,Lucas Michal,AS Monaco,3,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19023,Maghnes Akliouche,AS Monaco,2,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19024,Krépin Diatta,AS Monaco,15,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19025,Mika Biereth,AS Monaco,9,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19026,Folarin Balogun,AS Monaco,68,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,19028,Paris Brunner,AS Monaco,90,0,0,1,0,1
AS Monaco_vs_Atletico Madrid,8001,Jan Oblak,Atletico Madrid,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,8002,Juan Musso,Atletico Madrid,50,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,8003,Robin Le Normand,Atletico Madrid,54,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,8004,Dávid Hancko,Atletico Madrid,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,8005,José María Giménez,Atletico Madrid,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,8006,Clément Lenglet,Atletico Madrid,61,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,8007,Matteo Ruggeri,Atletico Madrid,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,8008,Javi Galán,Atletico Madrid,30,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,8009,Marcos Llorente,Atletico Madrid,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,8010,Nahuel Molina,Atletico Madrid,90,0,0,0,0,2
AS Monaco_vs_Atletico Madrid,8011,Marc Pubill,Atletico Madrid,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,8014,Conor Gallagher,Atletico Madrid,3,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,8016,Álex Baena,Atletico Madrid,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,8018,Nico González,Atletico Madrid,90,0,0,0,0,2
AS Monaco_vs_Atletico Madrid,8019,Carlos Martín,Atletico Madrid,53,0,0,1,0,0
AS Monaco_vs_Atletico Madrid,8020,Giuliano Simeone,Atletico Madrid,3,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,8021,Giacomo Raspadori,Atletico Madrid,56,0,0,1,0,0
AS Monaco_vs_Atletico Madrid,8022,Antoine Griezmann,Atletico Madrid,0,0,0,0,0,0
AS Monaco_vs_Atletico Madrid,8023,Julián Alvarez,Atletico Madrid,41,0,0,0,0,1
AS Monaco_vs_Atletico Madrid,8024,Alexander Sørloth,Atletico Madrid,68,0,0,0,0,1
matchId,playerId,playerName,club,minutes,goals,assists,yellow,red,points
Bayern Munich_vs_Liverpool FC,14023,Serge Gnabry,Bayern Munich,90,0,1,0,0,4
Bayern Munich_vs_Liverpool FC,14017,Leon Goretzka,Bayern Munich,8,1,0,1,0,4
Bayern Munich_vs_Liverpool FC,14024,Harry Kane,Bayern Munich,90,0,1,0,0,4
Bayern Munich_vs_Liverpool FC,14016,Tom Bischof,Bayern Munich,25,1,0,0,0,5
Bayern Munich_vs_Liverpool FC,14021,Wisdom Mike,Bayern Munich,57,0,1,0,0,3
Bayern Munich_vs_Liverpool FC,14005,Dayot Upamecano,Bayern Munich,0,1,0,0,0,4
Bayern Munich_vs_Liverpool FC,14001,Jonas Urbig,Bayern Munich,0,0,0,0,0,0
Bayern Munich_vs_Liverpool FC,14002,Manuel Neuer,Bayern Munich,0,0,0,0,0,0
